Nome da UC,Esfera Administrativa,Sigla Orgão Gestor,Situação,Categorias de Manejo,Código CNUC
ARIE DE HORTO D'EL REY,Municipal,PMO,Ativo,Área de Relevante Interesse Ecológico,9600.26.4568
MONUMENTO NATURAL CAVERNAS DE MARTINS,Estadual,IDEMA,Ativo,Monumento Natural,0000.24.4598
ÁREA DE PROTEÇÃO AMBIENTAL CRIXÁS,Municipal,PMC,Ativo,Área de Proteção Ambiental,6404.52.4564
ÁREA DE PROTEÇÃO AMBIENTAL DAS BACIAS GAMA E CABEÇA DE VEADO,Estadual,IBRAM,Ativo,Área de Proteção Ambiental,0000.53.1639
ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS,Estadual,IEF,Ativo,Área de Proteção Ambiental,0000.31.0402
ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO CÓRREGO DA VELHA,Municipal,SADEMA/LUZ-MG,Ativo,Área de Proteção Ambiental,8807.31.4563
ÁREA DE PROTEÇÃO AMBIENTAL DO SALTO DO SUAÇUÍ,Municipal,PMSPS,Ativo,Área de Proteção Ambiental,4100.31.4557
RESERVA EXTRATIVISTA IPAÚ-ANILZINHO,Federal,ICMBio,Ativo,Reserva Extrativista,0000.00.0241
PARQUE NATURAL MUNICIPAL DE RONDONÓPOLIS,Municipal,SEMMA,Ativo,Parque,7602.51.4560
PARQUE NACIONAL GUARICANA,Federal,ICMBio,Ativo,Parque,0000.00.3137
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA,Federal,ICMBio,Ativo,Área de Relevante Interesse Ecológico,0000.00.0037
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO BURITI DE VASSUNUNGA,Federal,ICMBio,Ativo,Área de Relevante Interesse Ecológico,0000.00.0030
RESERVA EXTRATIVISTA DO ALTO TARAUACÁ,Federal,ICMBio,Ativo,Reserva Extrativista,0000.00.0274
PARQUE ESTADUAL DA SERRA DO PAPAGAIO,Estadual,IEF,Ativo,Parque,0000.31.0406
PARQUE NATURAL MUNICIPAL DO CÓRREGO LUCAS,Municipal,SAMA,Ativo,Parque,5259.51.4447
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CERRADO PÉ-DE-GIGANTE,Federal,ICMBio,Ativo,Área de Relevante Interesse Ecológico,0000.00.0032
PARQUE NATURAL MUNICIPAL FAZENDA SANTA MARIA,Municipal,SMMA-RH,Ativo,Parque,3700.32.4554
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ACAUÃ ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.4551
REFÚGIO DE VIDA SILVESTRE DO BICUDINHO,Municipal,PMG,Ativo,Refúgio de Vida Silvestre,8305.35.4538
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL  REGUA V,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.4542
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL  REGUA IV,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.4541
PARQUE NATURAL MUNICIPAL DA DIVISA,Municipal,SEMMA-DRP,Ativo,Parque,2009.32.4539
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTUÁRIO DAS PEDRAS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3112
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO GRANJA SÃO JORGE,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1175
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALEGRETE,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1186
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DO CAPÃO GRANDE,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1103
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FONTE DE LUZ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3084
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO SABIUNA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1069
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUAS CLARAS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3094
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA SEBUÍ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2311
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MICO LEÃO DOURADO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2707
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FLORESTA NEGRA, PARQUE NATURAL PARA ESTUDOS, PESQUISA E EDUCAÇÃO AMBIENTAL ",Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1055
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CRUZ PRETA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2741
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FARROUPILHA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1125
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALTO DA BOA VISTA - RESGATE VIII,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3089
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDINHA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1242
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CENTRO DE VIVÊNCIA COM A NATUREZA - CVN,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1064
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERRA DAS ALMAS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1378
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANTO DOS PÁSSAROS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2080
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO FIM DA PICADA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1176
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA DO SINO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1298
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DA CABECEIRA DO CAFÔFO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2092
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MEANDROS III,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1060
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA VÁRZEA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1207
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA VOLTA VELHA - PE. PIET VAN DER AART,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3658
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LUIZINHO ALENCAR,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3082
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CALIXTO ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2106
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTA MARIA II,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2208
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SAMOINHO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2312
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GUARÁ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1396
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA RETIRO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1388
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CENTRO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1195
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA FORTE,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1390
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SALOBRO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1138
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JAGUAREMA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1324
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL UNIVERSIDADE DE PASSO FUNDO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3669
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA GANA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1271
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OURO VERDE,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2147
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LAGOA DO FORMOSO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1400
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA ECOLÓGICA SESC - PANTANAL,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2314
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO SUMIDOURO E SÍTIO PEITO DE POMBA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2215
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ARARA VERMELHA ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1263
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GRANJA SÃO ROQUE - RESERVA DO PAREDÃO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1110
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATUMBO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2139
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SALTO MORATO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1184
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PASSARIM,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1101
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DAS PEDRAS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2229
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA DA SERRA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1294
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL EMILIO FIORENTINO BATTISTELLA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1081
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO ESTRELA DALVA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1365
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MEANDROS II,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1049
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARQUE ARQUEOLÓGICO DA SERRA DO SANTO ANTÔNIO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1301
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO GRANDE,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2705
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO CACHOEIRA GRANDE,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1177
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORADA DO SOL E DA LUA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1457
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL KAHENA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2128
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA AVAÍ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1401
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VERA CRUZ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1459
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PORTAL DAS NASCENTES,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2154
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA VERDE AMAZÔNIA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1230
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA BONITO DE CIMA I,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2073
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LOTE URBANO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1443
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO JARDIM,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2202
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA MAURÍCIO DANTAS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1203
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO DO JACU,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1045
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA CABANOS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1198
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FLOR DO CERRADO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3686
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NAVE DA ESPERANÇA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1292
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ALTO DA BOA VISTA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1270
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUNAS DE SANTO ANTÔNIO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1405
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JUBRAN,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1228
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO DO BRASIL IV,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2199
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ADÃO E EVA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1445
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURUCACA 2,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2089
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CACHOEIRINHA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1156
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO CERRO DAS ACÁCIAS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1313
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BARRA DO RIO DO MEIO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1093
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PRIMA LUNA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1085
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PAPAGAIO-DE-PEITO-ROXO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3679
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARVÃO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1194
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA DO IRACAMBI,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1275
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO MORADA DO SOL,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1451
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PEDRA AMARILIS ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1145
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TRIÂNGULO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2223
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CATEDRAL DO JALAPÃO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2082
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SUSPIRO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1141
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO SANTA FÉ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1172
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FLOR DO CERRADO III,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3684
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA LOURDES FÉLIX SOARES ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1226
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GUARIRÚ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2118
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LAGOA ENCANTADA DO MORRO DA LUCRÉCIA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2740
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO DO BRASIL II,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2197
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOM SOSSEGO III,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2072
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA JAQUANÊZ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1337
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NATURAL SERRA DA PACAVIRA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2140
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MÃE DA MATA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1433
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA TEREZINHA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2112
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SERROTE,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1257
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BURACO DAS ARARAS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2075
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BELA VISTA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1452
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RANCHO MIRA-SERRA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1112
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA OLHO D'ÁGUA DO URUCU,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1377
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA FLORESTA NEGRA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1236
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO DO BANANAL,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1189
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA SÃO BERNARDO I,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2174
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA SANTA RITA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1124
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA IZABEL,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1143
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OÁSIS ARARIPE,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3512
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA ECOLÓGICA SESC - PANTANAL,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1231
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA KAYBÍ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1437
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DONA BENTA E SEU CABOCLO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2097
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RECANTO DA SERRA NEGRA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1192
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA DO TANGUÁ ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2107
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ARTE VERDE,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1434
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FREI CANECA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1200
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO MONTE ARARAT,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1187
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CÓRREGO FLORESTA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2086
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PACATUBA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1211
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO CAPUAVINHA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1048
RESERVA NATURAL DO TOMBADOR,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2183
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA DO ANDORINHÃO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3659
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CORREDEIRAS DO RIO ITAJAÍ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2085
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA PARTICULAR SCHUSTER,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1107
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERRA DO LUCINDO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2214
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DAS ARANHAS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1095
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AGDA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1432
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GRALHA AZUL,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1099
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOS FEIXOS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1306
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VILA ANA ANGÉLICA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1279
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA MARIA VICENTINI LOPES,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2182
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FLOR DO NORTE I,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2115
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LY E CLÉO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1311
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL UNIDADE DE CONSERVAÇÃO DE GALHEIROS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1251
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PRIMAVERA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2111
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PANEMA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1409
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FLORESCER,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2719
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO DOS MONOS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1439
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA SANTA INÊS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1245
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO JAQUAREMA ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1323
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ITAGUARI,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2178
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DO JACOB,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1259
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SANTUÁRIO DE VIDA SILVESTRE POUSADA DAS ARARAS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1339
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GRUTINHA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2117
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PEREIRA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2096
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTA MARIA DE TAPUÃ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1193
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CÓRREGO DOS BOIS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1422
